,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2022-10-13 10:30:41.363000+00:00,99920.48392000,0.00000000,99920.48392000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:41.363000+00:00,100000.30000000,0.00000000,100000.30000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:41.363000+00:00,99920.47615000,8.06088960,99912.41526040,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:41.363000+00:00,100000.33000000,0.00000000,100000.33000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:41.363000+00:00,99912.69838000,0.00000000,99912.69838000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:41.363000+00:00,100000.33000000,0.00000000,100000.33000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:41.363000+00:00,99912.69838000,0.03006000,99912.66832000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,100000.33000000,0.00000000,100000.33000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,99912.69838000,0.00000000,99912.69838000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,100000.33000000,0.00000000,100000.33000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,99912.69064000,8.04555900,99904.64508100,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,100000.36000000,0.00000000,100000.36000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,99904.94290000,0.00000000,99904.94290000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,100000.36000000,0.00000000,100000.36000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:30:57.068000+00:00,99904.94290000,0.03006000,99904.91284000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,100000.36000000,0.00000000,100000.36000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,99904.94290000,0.00000000,99904.94290000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,100000.36000000,0.00000000,100000.36000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,99904.93519000,8.03052900,99896.90466100,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,99897.21748000,0.00000000,99897.21748000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 10:31:20.075000+00:00,99897.21748000,0.03006000,99897.18742000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,99897.21748000,0.00000000,99897.21748000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,99897.20980000,8.01519840,99889.19460160,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,100000.42000000,0.00000000,100000.42000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,99889.52212000,0.00000000,99889.52212000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,100000.42000000,0.00000000,100000.42000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 12:32:42.918000+00:00,99889.51396000,0.03006000,99889.48390000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 18:56:49.247000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 18:56:49.247000+00:00,99897.66580000,0.00000000,99897.66580000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 19:06:20.208000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 19:06:20.208000+00:00,99897.66580000,8.03052900,99889.63527100,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 19:06:20.208000+00:00,100000.39000000,0.00000000,100000.39000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 19:06:20.208000+00:00,99897.65761000,8.06058900,99889.59702100,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 19:06:20.208000+00:00,100000.36000000,0.00000000,100000.36000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 19:06:20.208000+00:00,99905.83942000,8.03052900,99897.80889100,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 23:59:59.880000+00:00,100000.36000000,0.00000000,100000.36000000,BNB,BINANCE-001,CASH,,b'[]',False,b'{}'
2022-10-13 23:59:59.880000+00:00,99905.83942000,0.00000000,99905.83942000,USDT,BINANCE-001,CASH,,b'[]',False,b'{}'
